RSPO,Kod teryt gminy,Typ gminy,"liczba
zdających","wynik
średni (%)","liczba
zdających.1","wynik
średni (%).1","liczba
zdających.2","wynik
średni (%).2"
29163,1002114,Miasto,28.0,53.0,27.0,34.0,28.0,43.0
49157,1002114,Miasto,16.0,23.0,16.0,16.0,16.0,22.0
84067,1002114,Miasto,41.0,59.0,41.0,51.0,41.0,65.0
29065,1002115,Obszar wiejski,17.0,61.0,17.0,48.0,17.0,66.0
16790,1007012,Gmina wiejska,13.0,59.0,13.0,40.0,13.0,63.0
16791,1007012,Gmina wiejska,19.0,50.0,19.0,39.0,19.0,53.0
16792,1007012,Gmina wiejska,11.0,60.0,11.0,33.0,11.0,52.0
16793,1007012,Gmina wiejska,12.0,51.0,12.0,39.0,12.0,53.0
17786,1007024,Miasto,52.0,55.0,52.0,57.0,52.0,62.0
17781,1007025,Obszar wiejski,8.0,,8.0,,8.0,
17783,1007025,Obszar wiejski,5.0,,5.0,,5.0,
17784,1007025,Obszar wiejski,18.0,53.0,18.0,31.0,18.0,46.0
17785,1007025,Obszar wiejski,10.0,60.0,10.0,43.0,10.0,38.0
23265,1007032,Gmina wiejska,12.0,62.0,12.0,40.0,12.0,54.0
23266,1007032,Gmina wiejska,19.0,60.0,19.0,49.0,19.0,65.0
103876,1007032,Gmina wiejska,4.0,,4.0,,4.0,
134000,1007032,Gmina wiejska,10.0,77.0,10.0,46.0,9.0,
69889,1007044,Miasto,96.0,61.0,96.0,47.0,96.0,68.0
69891,1007044,Miasto,46.0,52.0,46.0,36.0,46.0,51.0
69896,1007044,Miasto,74.0,59.0,73.0,48.0,73.0,72.0
133422,1007044,Miasto,37.0,57.0,37.0,44.0,37.0,60.0
49315,1007045,Obszar wiejski,9.0,,9.0,,9.0,
49318,1007045,Obszar wiejski,8.0,,8.0,,8.0,
49320,1007045,Obszar wiejski,11.0,43.0,11.0,23.0,11.0,44.0
49321,1007045,Obszar wiejski,11.0,51.0,11.0,35.0,11.0,52.0
49322,1007045,Obszar wiejski,19.0,57.0,19.0,48.0,19.0,51.0
49323,1007045,Obszar wiejski,11.0,49.0,11.0,26.0,11.0,42.0
69885,1007045,Obszar wiejski,7.0,,7.0,,8.0,
69887,1007045,Obszar wiejski,15.0,56.0,15.0,47.0,15.0,61.0
262426,1007045,Obszar wiejski,6.0,,6.0,,6.0,
90234,1007052,Gmina wiejska,20.0,49.0,20.0,32.0,20.0,53.0
90236,1007052,Gmina wiejska,10.0,61.0,10.0,21.0,10.0,47.0
90237,1007052,Gmina wiejska,16.0,53.0,16.0,33.0,16.0,49.0
85935,1007062,Gmina wiejska,18.0,59.0,18.0,41.0,18.0,44.0
272495,1007062,Gmina wiejska,8.0,,8.0,,8.0,
47512,1007072,Gmina wiejska,7.0,,7.0,,7.0,
47620,1007072,Gmina wiejska,11.0,58.0,11.0,52.0,11.0,53.0
51830,1007072,Gmina wiejska,14.0,67.0,14.0,68.0,14.0,70.0
51832,1007072,Gmina wiejska,13.0,57.0,13.0,54.0,13.0,56.0
262552,1007072,Gmina wiejska,12.0,50.0,12.0,30.0,12.0,39.0
14744,1007082,Gmina wiejska,35.0,67.0,34.0,44.0,34.0,56.0
62334,1007082,Gmina wiejska,5.0,,5.0,,4.0,
25806,1008042,Gmina wiejska,39.0,62.0,39.0,53.0,39.0,76.0
25858,1008042,Gmina wiejska,17.0,62.0,17.0,55.0,17.0,64.0
29035,1008042,Gmina wiejska,11.0,67.0,11.0,65.0,10.0,82.0
69793,1008032,Gmina wiejska,37.0,59.0,37.0,50.0,37.0,64.0
48933,1008011,Gmina miejska,60.0,54.0,60.0,50.0,59.0,69.0
83425,1008011,Gmina miejska,43.0,64.0,43.0,60.0,43.0,81.0
83426,1008011,Gmina miejska,36.0,64.0,36.0,45.0,35.0,76.0
37676,1008052,Gmina wiejska,33.0,60.0,33.0,54.0,33.0,71.0
38766,1008052,Gmina wiejska,52.0,65.0,52.0,62.0,54.0,77.0
47264,1008062,Gmina wiejska,22.0,59.0,22.0,46.0,22.0,64.0
59818,1008062,Gmina wiejska,12.0,65.0,12.0,42.0,12.0,58.0
111078,1008062,Gmina wiejska,33.0,68.0,33.0,55.0,32.0,76.0
57324,1008021,Gmina miejska,123.0,53.0,123.0,55.0,122.0,72.0
57326,1008021,Gmina miejska,31.0,63.0,31.0,53.0,31.0,71.0
57327,1008021,Gmina miejska,45.0,59.0,44.0,44.0,46.0,64.0
57328,1008021,Gmina miejska,32.0,64.0,32.0,61.0,32.0,78.0
57329,1008021,Gmina miejska,46.0,62.0,46.0,41.0,46.0,66.0
57330,1008021,Gmina miejska,68.0,55.0,67.0,49.0,67.0,73.0
57331,1008021,Gmina miejska,61.0,64.0,61.0,52.0,59.0,73.0
57340,1008021,Gmina miejska,20.0,34.0,20.0,27.0,20.0,50.0
30720,1008072,Gmina wiejska,27.0,68.0,27.0,59.0,27.0,77.0
30736,1008072,Gmina wiejska,16.0,62.0,16.0,41.0,16.0,59.0
39621,1008072,Gmina wiejska,13.0,51.0,13.0,55.0,12.0,56.0
57671,1008072,Gmina wiejska,37.0,53.0,37.0,47.0,36.0,57.0
28888,1009014,Miasto,53.0,66.0,53.0,46.0,53.0,70.0
39894,1009014,Miasto,4.0,,4.0,,4.0,
25918,1009015,Obszar wiejski,35.0,54.0,35.0,36.0,35.0,58.0
28893,1009015,Obszar wiejski,36.0,66.0,36.0,44.0,32.0,66.0
107577,1009022,Gmina wiejska,10.0,51.0,10.0,37.0,10.0,51.0
110060,1009022,Gmina wiejska,31.0,52.0,31.0,41.0,31.0,48.0
9670,1009032,Gmina wiejska,44.0,63.0,44.0,47.0,44.0,58.0
65258,1009044,Miasto,59.0,62.0,59.0,50.0,56.0,64.0
263521,1009044,Miasto,36.0,56.0,36.0,50.0,34.0,68.0
65260,1009045,Obszar wiejski,23.0,66.0,23.0,42.0,23.0,65.0
11880,1009052,Gmina wiejska,12.0,71.0,12.0,72.0,12.0,77.0
12141,1009052,Gmina wiejska,7.0,,7.0,,7.0,
42855,1009052,Gmina wiejska,40.0,61.0,40.0,45.0,40.0,62.0
4066,1009062,Gmina wiejska,15.0,69.0,15.0,51.0,15.0,64.0
60092,1009062,Gmina wiejska,7.0,,7.0,,7.0,
80686,1009062,Gmina wiejska,23.0,56.0,23.0,35.0,23.0,45.0
4901,1009072,Gmina wiejska,20.0,60.0,20.0,43.0,16.0,69.0
4902,1009072,Gmina wiejska,12.0,55.0,12.0,35.0,12.0,49.0
4980,1009072,Gmina wiejska,10.0,46.0,10.0,27.0,9.0,
85963,1009082,Gmina wiejska,12.0,52.0,12.0,35.0,12.0,48.0
87964,1009082,Gmina wiejska,10.0,60.0,10.0,51.0,10.0,63.0
88231,1009082,Gmina wiejska,26.0,63.0,26.0,42.0,26.0,68.0
85789,1010012,Gmina wiejska,20.0,57.0,20.0,47.0,20.0,71.0
85860,1010012,Gmina wiejska,12.0,50.0,12.0,51.0,12.0,45.0
85922,1010012,Gmina wiejska,8.0,,8.0,,8.0,
23457,1010022,Gmina wiejska,28.0,56.0,28.0,40.0,28.0,52.0
43633,1010022,Gmina wiejska,19.0,46.0,19.0,50.0,19.0,53.0
8267,1010032,Gmina wiejska,8.0,,8.0,,8.0,
10577,1010032,Gmina wiejska,58.0,59.0,58.0,42.0,57.0,60.0
11129,1010032,Gmina wiejska,8.0,,8.0,,8.0,
46846,1010042,Gmina wiejska,8.0,,8.0,,8.0,
47739,1010042,Gmina wiejska,10.0,55.0,10.0,47.0,10.0,58.0
47952,1010042,Gmina wiejska,10.0,60.0,10.0,58.0,10.0,68.0
49690,1010042,Gmina wiejska,15.0,68.0,15.0,48.0,15.0,65.0
24073,1010062,Gmina wiejska,15.0,51.0,15.0,54.0,15.0,56.0
24075,1010062,Gmina wiejska,6.0,,6.0,,6.0,
24076,1010062,Gmina wiejska,15.0,59.0,15.0,50.0,16.0,68.0
28119,1010062,Gmina wiejska,37.0,59.0,37.0,57.0,37.0,71.0
31890,1010062,Gmina wiejska,13.0,57.0,13.0,42.0,13.0,54.0
119887,1010062,Gmina wiejska,11.0,51.0,11.0,50.0,11.0,60.0
79055,1010082,Gmina wiejska,9.0,,9.0,,9.0,
79856,1010082,Gmina wiejska,14.0,65.0,14.0,47.0,14.0,63.0
85212,1010082,Gmina wiejska,51.0,62.0,51.0,53.0,51.0,66.0
86391,1010082,Gmina wiejska,29.0,59.0,29.0,49.0,29.0,54.0
87726,1010082,Gmina wiejska,24.0,68.0,24.0,64.0,24.0,75.0
88891,1010082,Gmina wiejska,31.0,50.0,31.0,33.0,31.0,53.0
55185,1010072,Gmina wiejska,7.0,,7.0,,7.0,
86183,1010072,Gmina wiejska,19.0,51.0,19.0,47.0,19.0,71.0
17340,1010094,Miasto,34.0,52.0,34.0,42.0,34.0,61.0
17511,1010094,Miasto,13.0,62.0,13.0,66.0,13.0,71.0
17512,1010095,Obszar wiejski,19.0,48.0,19.0,45.0,19.0,41.0
17513,1010095,Obszar wiejski,31.0,63.0,31.0,50.0,31.0,62.0
17514,1010095,Obszar wiejski,15.0,62.0,15.0,55.0,15.0,66.0
17515,1010095,Obszar wiejski,23.0,62.0,23.0,45.0,22.0,60.0
43884,1010102,Gmina wiejska,35.0,58.0,35.0,34.0,35.0,51.0
60322,1010102,Gmina wiejska,34.0,61.0,34.0,55.0,34.0,64.0
60540,1010102,Gmina wiejska,13.0,51.0,13.0,29.0,13.0,41.0
60543,1010102,Gmina wiejska,5.0,,5.0,,5.0,
60549,1010102,Gmina wiejska,18.0,60.0,18.0,43.0,18.0,59.0
60559,1010102,Gmina wiejska,7.0,,7.0,,7.0,
48570,1010114,Miasto,46.0,61.0,46.0,49.0,46.0,63.0
48568,1010115,Obszar wiejski,10.0,56.0,10.0,53.0,10.0,67.0
48569,1010115,Obszar wiejski,16.0,64.0,16.0,62.0,16.0,63.0
132054,1010115,Obszar wiejski,2.0,,2.0,,2.0,
84774,1010052,Gmina wiejska,13.0,50.0,13.0,36.0,13.0,59.0
84809,1010052,Gmina wiejska,14.0,52.0,14.0,47.0,14.0,38.0
84144,1011012,Gmina wiejska,34.0,57.0,34.0,39.0,34.0,58.0
84146,1011012,Gmina wiejska,20.0,44.0,20.0,31.0,20.0,49.0
81349,1011034,Miasto,100.0,55.0,100.0,47.0,101.0,60.0
81344,1011035,Obszar wiejski,9.0,,9.0,,9.0,
81347,1011035,Obszar wiejski,13.0,59.0,13.0,27.0,13.0,55.0
83636,1011035,Obszar wiejski,7.0,,7.0,,7.0,
106093,1011022,Gmina wiejska,22.0,53.0,22.0,54.0,22.0,54.0
46576,1011044,Miasto,53.0,51.0,53.0,36.0,53.0,53.0
28563,1011045,Obszar wiejski,16.0,47.0,16.0,47.0,16.0,51.0
28694,1011045,Obszar wiejski,12.0,61.0,12.0,59.0,12.0,65.0
44060,1011052,Gmina wiejska,8.0,,8.0,,8.0,
55546,1011052,Gmina wiejska,27.0,61.0,27.0,26.0,26.0,65.0
14960,1011062,Gmina wiejska,23.0,61.0,23.0,44.0,21.0,51.0
15018,1011062,Gmina wiejska,21.0,49.0,21.0,35.0,18.0,41.0
34575,1012022,Gmina wiejska,19.0,57.0,19.0,46.0,19.0,56.0
34577,1012022,Gmina wiejska,11.0,38.0,11.0,35.0,11.0,39.0
89387,1012032,Gmina wiejska,23.0,68.0,23.0,37.0,23.0,66.0
91951,1012032,Gmina wiejska,10.0,57.0,10.0,38.0,9.0,
91952,1012032,Gmina wiejska,10.0,64.0,10.0,59.0,10.0,76.0
83446,1012042,Gmina wiejska,10.0,59.0,10.0,36.0,10.0,46.0
88061,1012042,Gmina wiejska,35.0,58.0,35.0,44.0,35.0,53.0
70474,1012054,Miasto,41.0,47.0,41.0,35.0,41.0,46.0
70594,1012055,Obszar wiejski,9.0,,9.0,,9.0,
69163,1012062,Gmina wiejska,17.0,52.0,17.0,45.0,17.0,56.0
69391,1012062,Gmina wiejska,33.0,60.0,33.0,44.0,33.0,62.0
26173,1012072,Gmina wiejska,9.0,,9.0,,9.0,
70856,1012072,Gmina wiejska,36.0,64.0,36.0,40.0,36.0,57.0
60258,1012082,Gmina wiejska,15.0,58.0,15.0,39.0,15.0,59.0
60943,1012082,Gmina wiejska,21.0,62.0,21.0,49.0,21.0,65.0
113578,1012102,Gmina wiejska,48.0,50.0,48.0,42.0,48.0,55.0
73718,1012114,Miasto,48.0,60.0,48.0,39.0,48.0,66.0
69791,1012115,Obszar wiejski,8.0,,8.0,,8.0,
65193,1012011,Gmina miejska,15.0,55.0,15.0,49.0,15.0,53.0
65194,1012011,Gmina miejska,17.0,57.0,17.0,52.0,17.0,63.0
65195,1012011,Gmina miejska,7.0,,7.0,,7.0,
71366,1012011,Gmina miejska,36.0,62.0,36.0,55.0,37.0,69.0
71367,1012011,Gmina miejska,58.0,54.0,58.0,36.0,58.0,50.0
71368,1012011,Gmina miejska,40.0,56.0,40.0,33.0,40.0,59.0
71369,1012011,Gmina miejska,70.0,58.0,70.0,45.0,71.0,67.0
71370,1012011,Gmina miejska,67.0,64.0,67.0,44.0,67.0,63.0
71371,1012011,Gmina miejska,58.0,61.0,58.0,56.0,58.0,76.0
71372,1012011,Gmina miejska,21.0,50.0,21.0,37.0,21.0,49.0
30807,1012122,Gmina wiejska,14.0,55.0,14.0,39.0,14.0,52.0
31022,1012122,Gmina wiejska,6.0,,6.0,,7.0,
31154,1012122,Gmina wiejska,21.0,51.0,21.0,33.0,21.0,51.0
31251,1012122,Gmina wiejska,10.0,56.0,10.0,45.0,10.0,59.0
58986,1012132,Gmina wiejska,7.0,,7.0,,7.0,
58988,1012132,Gmina wiejska,13.0,62.0,13.0,54.0,13.0,46.0
60142,1012132,Gmina wiejska,27.0,54.0,27.0,47.0,27.0,48.0
34517,1012092,Gmina wiejska,20.0,48.0,20.0,41.0,20.0,55.0
49250,1012092,Gmina wiejska,12.0,65.0,12.0,41.0,12.0,61.0
262481,1012092,Gmina wiejska,8.0,,8.0,,8.0,
80400,1012142,Gmina wiejska,13.0,57.0,13.0,39.0,12.0,49.0
80401,1012142,Gmina wiejska,17.0,61.0,17.0,37.0,15.0,48.0
80842,1012142,Gmina wiejska,16.0,58.0,16.0,48.0,16.0,51.0
48803,1013024,Miasto,58.0,60.0,59.0,45.0,59.0,49.0
48805,1013025,Obszar wiejski,8.0,,8.0,,8.0,
49601,1013025,Obszar wiejski,5.0,,5.0,,5.0,
50437,1013025,Obszar wiejski,10.0,48.0,10.0,41.0,10.0,34.0
53640,1013025,Obszar wiejski,4.0,,4.0,,4.0,
80744,1013025,Obszar wiejski,9.0,,9.0,,7.0,
83711,1013025,Obszar wiejski,5.0,,5.0,,5.0,
71791,1013032,Gmina wiejska,22.0,60.0,22.0,45.0,13.0,53.0
71792,1013032,Gmina wiejska,5.0,,5.0,,4.0,
16203,1013011,Gmina miejska,65.0,56.0,65.0,46.0,65.0,66.0
43637,1013011,Gmina miejska,61.0,55.0,61.0,55.0,60.0,70.0
43803,1013011,Gmina miejska,52.0,63.0,52.0,58.0,52.0,71.0
83640,1013042,Gmina wiejska,11.0,63.0,11.0,38.0,11.0,51.0
84273,1013042,Gmina wiejska,10.0,78.0,10.0,55.0,10.0,66.0
86965,1013042,Gmina wiejska,30.0,49.0,30.0,35.0,30.0,48.0
87040,1013042,Gmina wiejska,12.0,53.0,12.0,43.0,12.0,57.0
87119,1013042,Gmina wiejska,10.0,48.0,10.0,33.0,10.0,46.0
112115,1013052,Gmina wiejska,9.0,,9.0,,9.0,
89813,1013062,Gmina wiejska,4.0,,4.0,,4.0,
104826,1013062,Gmina wiejska,16.0,66.0,16.0,60.0,10.0,76.0
104873,1013062,Gmina wiejska,6.0,,6.0,,5.0,
105181,1013062,Gmina wiejska,32.0,53.0,32.0,49.0,30.0,52.0
90511,1014042,Gmina wiejska,4.0,,4.0,,5.0,
90525,1014042,Gmina wiejska,13.0,59.0,13.0,51.0,13.0,53.0
90537,1014042,Gmina wiejska,6.0,,6.0,,6.0,
91730,1014042,Gmina wiejska,24.0,64.0,24.0,58.0,24.0,63.0
66111,1014032,Gmina wiejska,20.0,51.0,20.0,46.0,20.0,50.0
66257,1014032,Gmina wiejska,15.0,62.0,15.0,46.0,15.0,49.0
66360,1014032,Gmina wiejska,5.0,,5.0,,5.0,
66521,1014032,Gmina wiejska,9.0,,9.0,,9.0,
66522,1014032,Gmina wiejska,10.0,50.0,10.0,29.0,10.0,42.0
107121,1014052,Gmina wiejska,30.0,60.0,30.0,53.0,30.0,67.0
107124,1014052,Gmina wiejska,14.0,43.0,14.0,26.0,14.0,38.0
40560,1014024,Miasto,65.0,53.0,65.0,46.0,63.0,56.0
40733,1014025,Obszar wiejski,30.0,51.0,30.0,40.0,30.0,51.0
43735,1014025,Obszar wiejski,14.0,58.0,14.0,39.0,14.0,54.0
43786,1014025,Obszar wiejski,9.0,,9.0,,9.0,
43867,1014025,Obszar wiejski,8.0,,8.0,,8.0,
43910,1014025,Obszar wiejski,5.0,,5.0,,5.0,
61918,1014062,Gmina wiejska,22.0,49.0,22.0,49.0,22.0,46.0
61932,1014062,Gmina wiejska,7.0,,7.0,,8.0,
62331,1014062,Gmina wiejska,8.0,,8.0,,8.0,
62434,1014062,Gmina wiejska,4.0,,4.0,,4.0,
69941,1014072,Gmina wiejska,31.0,52.0,31.0,44.0,29.0,55.0
70937,1014011,Gmina miejska,128.0,62.0,128.0,58.0,124.0,73.0
70938,1014011,Gmina miejska,43.0,50.0,43.0,35.0,43.0,55.0
70943,1014011,Gmina miejska,70.0,66.0,70.0,60.0,70.0,76.0
83449,1014011,Gmina miejska,57.0,71.0,57.0,55.0,57.0,79.0
83450,1014011,Gmina miejska,10.0,54.0,10.0,44.0,10.0,48.0
83451,1014011,Gmina miejska,44.0,55.0,44.0,45.0,43.0,57.0
196393,1014011,Gmina miejska,21.0,60.0,21.0,53.0,21.0,66.0
10403,1014082,Gmina wiejska,17.0,62.0,17.0,50.0,17.0,68.0
10404,1014082,Gmina wiejska,14.0,58.0,14.0,51.0,14.0,55.0
13388,1014082,Gmina wiejska,16.0,62.0,16.0,42.0,16.0,60.0
24461,1014082,Gmina wiejska,23.0,46.0,23.0,39.0,23.0,52.0
25153,1014082,Gmina wiejska,12.0,52.0,12.0,43.0,12.0,54.0
28628,1014094,Miasto,36.0,57.0,36.0,41.0,36.0,60.0
28630,1014095,Obszar wiejski,15.0,55.0,15.0,43.0,15.0,63.0
34387,1014095,Obszar wiejski,13.0,59.0,13.0,50.0,13.0,45.0
34389,1014095,Obszar wiejski,10.0,50.0,10.0,26.0,10.0,45.0
34390,1014095,Obszar wiejski,10.0,64.0,10.0,69.0,10.0,60.0
34391,1014095,Obszar wiejski,7.0,,7.0,,5.0,
34392,1014095,Obszar wiejski,10.0,63.0,10.0,48.0,10.0,61.0
17262,1014102,Gmina wiejska,11.0,68.0,11.0,58.0,11.0,65.0
17424,1014102,Gmina wiejska,10.0,68.0,10.0,44.0,10.0,67.0
17509,1014102,Gmina wiejska,19.0,51.0,19.0,49.0,19.0,55.0
268302,1014102,Gmina wiejska,16.0,61.0,16.0,59.0,16.0,64.0
70053,1014114,Miasto,59.0,57.0,59.0,45.0,59.0,53.0
69428,1014115,Obszar wiejski,15.0,56.0,15.0,54.0,15.0,53.0
69552,1014115,Obszar wiejski,5.0,,5.0,,5.0,
70108,1014115,Obszar wiejski,6.0,,6.0,,6.0,
9090,1015012,Gmina wiejska,19.0,49.0,19.0,39.0,19.0,61.0
11496,1015012,Gmina wiejska,3.0,,3.0,,3.0,
11497,1015012,Gmina wiejska,7.0,,7.0,,7.0,
56447,1015032,Gmina wiejska,7.0,,7.0,,7.0,
57641,1015032,Gmina wiejska,27.0,67.0,27.0,64.0,27.0,72.0
54005,1015022,Gmina wiejska,11.0,49.0,11.0,65.0,11.0,51.0
58563,1015022,Gmina wiejska,4.0,,4.0,,4.0,
58585,1015022,Gmina wiejska,10.0,53.0,10.0,53.0,10.0,40.0
58848,1015022,Gmina wiejska,22.0,59.0,22.0,50.0,22.0,65.0
61908,1015022,Gmina wiejska,10.0,55.0,10.0,48.0,10.0,42.0
263084,1015042,Gmina wiejska,34.0,54.0,34.0,42.0,34.0,58.0
49790,1015052,Gmina wiejska,25.0,56.0,25.0,45.0,25.0,56.0
56669,1015052,Gmina wiejska,4.0,,4.0,,4.0,
103758,1015052,Gmina wiejska,5.0,,5.0,,5.0,
22686,1015062,Gmina wiejska,24.0,63.0,24.0,58.0,24.0,71.0
22689,1015062,Gmina wiejska,9.0,,9.0,,9.0,
22704,1015062,Gmina wiejska,10.0,69.0,10.0,60.0,10.0,68.0
22722,1015062,Gmina wiejska,8.0,,8.0,,8.0,
85513,1015062,Gmina wiejska,6.0,,6.0,,6.0,
28219,1015072,Gmina wiejska,10.0,56.0,10.0,39.0,10.0,49.0
28220,1015072,Gmina wiejska,9.0,,9.0,,8.0,
196420,1015072,Gmina wiejska,8.0,,8.0,,8.0,
34709,1015082,Gmina wiejska,14.0,55.0,14.0,47.0,14.0,48.0
83525,1015082,Gmina wiejska,17.0,58.0,17.0,44.0,17.0,56.0
83570,1015082,Gmina wiejska,6.0,,6.0,,6.0,
83932,1015082,Gmina wiejska,9.0,,9.0,,9.0,
133786,1015082,Gmina wiejska,9.0,,9.0,,9.0,
121702,1015092,Gmina wiejska,13.0,59.0,13.0,50.0,13.0,55.0
121704,1015092,Gmina wiejska,8.0,,8.0,,8.0,
112172,1016032,Gmina wiejska,26.0,55.0,26.0,48.0,26.0,56.0
90073,1016022,Gmina wiejska,23.0,52.0,23.0,44.0,23.0,56.0
29141,1016042,Gmina wiejska,40.0,52.0,40.0,32.0,40.0,39.0
75169,1016052,Gmina wiejska,8.0,,8.0,,8.0,
84174,1016052,Gmina wiejska,14.0,59.0,14.0,48.0,14.0,56.0
49107,1016062,Gmina wiejska,5.0,,5.0,,5.0,
70106,1016062,Gmina wiejska,55.0,63.0,55.0,53.0,55.0,68.0
69487,1016072,Gmina wiejska,43.0,67.0,43.0,55.0,43.0,75.0
69489,1016072,Gmina wiejska,16.0,63.0,16.0,55.0,16.0,55.0
29539,1016082,Gmina wiejska,43.0,54.0,43.0,49.0,43.0,56.0
29349,1016011,Gmina miejska,106.0,64.0,106.0,54.0,106.0,75.0
29351,1016011,Gmina miejska,15.0,65.0,15.0,60.0,15.0,79.0
29353,1016011,Gmina miejska,52.0,53.0,52.0,34.0,52.0,61.0
29355,1016011,Gmina miejska,95.0,56.0,95.0,50.0,76.0,67.0
29356,1016011,Gmina miejska,63.0,48.0,63.0,36.0,63.0,49.0
29357,1016011,Gmina miejska,58.0,54.0,58.0,45.0,45.0,60.0
103656,1016011,Gmina miejska,42.0,60.0,42.0,39.0,24.0,70.0
103658,1016011,Gmina miejska,98.0,57.0,98.0,42.0,76.0,68.0
133525,1016011,Gmina miejska,22.0,68.0,22.0,63.0,21.0,82.0
133526,1016011,Gmina miejska,22.0,51.0,22.0,45.0,21.0,66.0
133527,1016011,Gmina miejska,40.0,50.0,40.0,42.0,37.0,58.0
31467,1016092,Gmina wiejska,27.0,63.0,28.0,43.0,28.0,64.0
40620,1016092,Gmina wiejska,25.0,56.0,25.0,44.0,25.0,66.0
43904,1016092,Gmina wiejska,14.0,55.0,14.0,48.0,2.0,
72854,1016092,Gmina wiejska,24.0,59.0,24.0,45.0,24.0,64.0
90125,1016102,Gmina wiejska,18.0,59.0,18.0,55.0,18.0,65.0
90158,1016102,Gmina wiejska,51.0,60.0,51.0,56.0,49.0,65.0
105711,1016112,Gmina wiejska,35.0,54.0,35.0,47.0,35.0,55.0
30902,1017012,Gmina wiejska,9.0,,9.0,,9.0,
34402,1017012,Gmina wiejska,25.0,50.0,25.0,51.0,25.0,49.0
34404,1017012,Gmina wiejska,10.0,64.0,10.0,46.0,10.0,58.0
61591,1017022,Gmina wiejska,38.0,54.0,38.0,55.0,38.0,56.0
90012,1017032,Gmina wiejska,4.0,,4.0,,4.0,
90013,1017032,Gmina wiejska,7.0,,7.0,,7.0,
90015,1017032,Gmina wiejska,25.0,65.0,25.0,53.0,25.0,67.0
92189,1017042,Gmina wiejska,21.0,66.0,21.0,55.0,18.0,72.0
92191,1017042,Gmina wiejska,10.0,78.0,10.0,73.0,10.0,66.0
92192,1017042,Gmina wiejska,14.0,58.0,14.0,53.0,14.0,63.0
92193,1017042,Gmina wiejska,11.0,58.0,11.0,56.0,11.0,61.0
27673,1017052,Gmina wiejska,40.0,54.0,40.0,39.0,39.0,54.0
61580,1017052,Gmina wiejska,10.0,61.0,10.0,48.0,4.0,
86403,1017052,Gmina wiejska,3.0,,3.0,,3.0,
79267,1017062,Gmina wiejska,5.0,,5.0,,5.0,
79269,1017062,Gmina wiejska,17.0,54.0,17.0,46.0,16.0,48.0
79270,1017062,Gmina wiejska,6.0,,6.0,,6.0,
80414,1017062,Gmina wiejska,8.0,,8.0,,8.0,
40832,1017072,Gmina wiejska,17.0,55.0,17.0,48.0,17.0,48.0
40923,1017072,Gmina wiejska,23.0,53.0,23.0,52.0,23.0,67.0
40942,1017072,Gmina wiejska,20.0,54.0,20.0,45.0,20.0,55.0
85364,1017082,Gmina wiejska,36.0,58.0,36.0,54.0,35.0,65.0
49079,1017094,Miasto,60.0,59.0,60.0,47.0,63.0,72.0
50337,1017094,Miasto,78.0,65.0,78.0,55.0,78.0,74.0
83678,1017094,Miasto,59.0,56.0,59.0,51.0,60.0,62.0
263982,1017094,Miasto,4.0,,4.0,,4.0,
48199,1017095,Obszar wiejski,15.0,67.0,15.0,59.0,15.0,66.0
48202,1017095,Obszar wiejski,16.0,52.0,16.0,44.0,16.0,43.0
48203,1017095,Obszar wiejski,5.0,,5.0,,5.0,
48217,1017095,Obszar wiejski,12.0,72.0,12.0,62.0,12.0,73.0
83670,1017095,Obszar wiejski,19.0,54.0,19.0,48.0,19.0,65.0
83680,1017095,Obszar wiejski,9.0,,9.0,,10.0,78.0
83704,1017095,Obszar wiejski,9.0,,9.0,,9.0,
13608,1017102,Gmina wiejska,17.0,61.0,17.0,40.0,16.0,62.0
13755,1017102,Gmina wiejska,20.0,62.0,20.0,48.0,19.0,72.0
13767,1017102,Gmina wiejska,24.0,63.0,24.0,54.0,24.0,65.0
13915,1017102,Gmina wiejska,7.0,,7.0,,7.0,
13917,1017102,Gmina wiejska,12.0,56.0,12.0,40.0,12.0,58.0
105556,1018012,Gmina wiejska,9.0,,9.0,,9.0,
105703,1018012,Gmina wiejska,14.0,67.0,14.0,45.0,14.0,74.0
105761,1018012,Gmina wiejska,5.0,,5.0,,5.0,
105779,1018012,Gmina wiejska,7.0,,7.0,,7.0,
92997,1018022,Gmina wiejska,12.0,61.0,12.0,60.0,12.0,65.0
121960,1018022,Gmina wiejska,16.0,56.0,16.0,47.0,16.0,55.0
79051,1018032,Gmina wiejska,11.0,63.0,11.0,55.0,,
80214,1018032,Gmina wiejska,23.0,61.0,23.0,44.0,16.0,61.0
80215,1018032,Gmina wiejska,8.0,,8.0,,3.0,
80216,1018032,Gmina wiejska,9.0,,9.0,,5.0,
48353,1018044,Miasto,43.0,62.0,43.0,44.0,43.0,50.0
48960,1018045,Obszar wiejski,3.0,,3.0,,3.0,
23295,1018062,Gmina wiejska,21.0,63.0,21.0,48.0,21.0,58.0
23341,1018062,Gmina wiejska,15.0,60.0,15.0,48.0,15.0,46.0
24393,1018062,Gmina wiejska,5.0,,5.0,,5.0,
27112,1018062,Gmina wiejska,4.0,,4.0,,4.0,
49733,1018074,Miasto,42.0,58.0,42.0,48.0,42.0,68.0
121759,1018074,Miasto,28.0,59.0,28.0,43.0,29.0,54.0
262275,1018074,Miasto,41.0,54.0,41.0,44.0,41.0,65.0
49736,1018075,Obszar wiejski,15.0,65.0,15.0,65.0,15.0,75.0
