,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,,Język włoski,,,,
województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
Łódzkie,brzeziński,Brzeziny,Gmina wiejska,1021022,41105,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GAŁKÓWKU-KOLONII,Gałkówek-Kolonia,38,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,brzeziński,Brzeziny,Gmina wiejska,1021022,41106,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DĄBRÓWCE DUŻEJ,Dąbrówka Duża,60,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,brzeziński,Brzeziny,Gmina wiejska,1021022,41107,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BOGDANCE,Bogdanka,5,12,53,17,56,56,12,32,21,30,8,12,48,28,35,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,brzeziński,Dmosin,Gmina wiejska,1021032,27278,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KOŁACINIE,Kołacin,105A,11,69,12,71,71,11,69,30,84,56,11,61,26,65,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,brzeziński,Dmosin,Gmina wiejska,1021032,48118,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W DMOSINIE,Dmosin,1C,44,59,22,62,67,44,41,24,38,16,44,63,28,72,22,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,brzeziński,Jeżów,Gmina wiejska,1021042,42854,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW WRZEŚNIA 1939R,Jeżów,ul. Wojska Polskiego 2,32,55,16,56,38,32,40,21,30,28,27,49,27,51,20,,,,,,,,,,,2,,,,,3,,,,,,,,,
Łódzkie,brzeziński,Rogów,Gmina wiejska,1021052,11534,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W ROGOWIE,Rogów,ul. Szkolna 4,37,69,15,71,62,37,58,30,60,92,36,71,29,84,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,brzeziński,Rogów,Gmina wiejska,1021052,15928,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W PRZYŁĘKU DUŻYM,Przyłęk Duży,49,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Bedlno,Gmina wiejska,1002022,14934,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SZEWCACH NADOLNYCH IM. BOHATERÓW WALK NAD BZURĄ,Szewce Nadolne,14,15,43,18,40,36,15,32,20,28,12,15,29,17,25,25,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Bedlno,Gmina wiejska,1002022,14954,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ŻERONICACH,Żeronice,37A,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Bedlno,Gmina wiejska,1002022,14973,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 37 ŁĘCZYCKIEGO PUŁKU PIECHOTY IM. KS. J. PONIATOWSKIEGO W PLECKIEJ DĄBROWIE,Plecka Dąbrowa,56,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Bedlno,Gmina wiejska,1002022,14997,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W PNIEWIE,Pniewo Małe,21A,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Bedlno,Gmina wiejska,1002022,133647,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W BEDLNIE,Bedlno,31A,13,62,11,62,67,13,30,17,20,20,12,39,22,40,45,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,kutnowski,Dąbrowice,Gmina wiejska,1002032,121761,dla młodzieży,Tak,ZESPÓŁ SZKÓŁ SZKOLA PODSTAWOWA W DĄBROWICACH,Dąbrowice,ul. Kłodawska 1,23,50,18,49,71,23,35,22,28,16,23,42,24,29,22,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Krośniewice,Miasto,1002044,16820,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W KROŚNIEWICACH,Krośniewice,ul. Łęczycka 17,53,54,17,56,44,53,35,23,28,20,53,58,28,62,62,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Krośniewice,Obszar wiejski,1002045,17041,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GEN. WŁADYSŁAWA ANDERSA W NOWEM,Nowe,36,18,55,18,58,67,18,30,16,24,24,18,55,28,43,89,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Krośniewice,Obszar wiejski,1002045,17140,dla młodzieży,Nie,"SZKOŁA PODSTAWOWA FUNDACJI ""ELEMENTARZ"" Z ODDZIAŁEM PRZEDSZKOLNYM W JANKOWICACH",Jankowice,32,4,,,,,4,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,kutnowski,Krzyżanów,Gmina wiejska,1002052,4775,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. IRENY KOSMOWSKIEJ W KASZEWACH DWORNYCH,Kaszewy Dworne,19,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Krzyżanów,Gmina wiejska,1002052,59552,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. WŁADYSŁAWA SZAFERA W KTERACH,Ktery,34,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Krzyżanów,Gmina wiejska,1002052,59561,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W KRZYŻANOWIE,Krzyżanów,6,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,31717,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,Kutno,ul. Konduktorska 13,18,42,23,46,16,18,33,19,34,32,17,45,31,24,13,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,31727,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,Kutno,ul. Łąkoszyńska 9,69,59,15,60,60,69,50,24,48,24,69,65,29,71,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,31728,dla młodzieży,Tak,PUBLICZNA KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W KUTNIE,Kutno,ul. Papieża Jana Pawła II 2,15,53,14,53,53,15,36,18,32,24,15,64,26,62,62,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,31729,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,Kutno,ul. Narutowicza 22,31,51,19,47,38,31,30,20,20,16,31,45,25,40,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,34265,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,Kutno,ul. Władysława Jagiełły 6,94,64,16,66,67,94,43,23,40,20,94,62,27,64,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,34266,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM.TADEUSZA KOŚCIUSZKI W KUTNIE,Kutno,ul. Kanclerza Andrzeja Zamoyskiego 1,107,58,17,60,67,107,48,25,44,44,106,70,27,78,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina miejska,1002011,263961,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,Kutno,ul. Staszica 6,13,53,14,51,47,13,44,30,32,16,13,52,29,38,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina wiejska,1002062,72356,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW WALK NAD BZURĄ WE WROCZYNACH,Wroczyny,59a,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina wiejska,1002062,73092,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W STRZEGOCINIE,Strzegocin,4,11,60,6,60,58,11,48,20,44,32,11,59,20,60,49,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina wiejska,1002062,74790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BYSZEWIE,Byszew,31,16,56,14,60,58,16,43,24,36,16,1,,,,,,,,,,,,,,,15,39,15,35,27,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina wiejska,1002062,80633,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁ. ST. REYMONTA W GOŁĘBIEWKU,Gołębiewek Nowy,54,16,51,23,51,24,16,34,19,28,28,7,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
Łódzkie,kutnowski,Kutno,Gmina wiejska,1002062,89282,dla młodzieży,Tak,KATOLICKA SZKOŁA PODSTAWOWA SPSK IM. GEN. WŁADYSŁAWA ANDERSA,Wierzbie,34,6,,,,,6,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Łódzkie,kutnowski,Nowe Ostrowy,Gmina wiejska,1002082,41790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIECZYSŁAWY BUTLER W OSTROWACH,Ostrowy,8,21,49,19,49,36,21,34,16,32,16,21,48,25,47,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Nowe Ostrowy,Gmina wiejska,1002082,41791,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW BITWY NAD BZURĄ W IMIELNIE,Imielno,41B,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Oporów,Gmina wiejska,1002092,11101,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OPOROWIE IM. JANA PAWŁA II,Oporów,57,14,64,12,65,53,14,43,14,44,44,14,40,21,31,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Oporów,Gmina wiejska,1002092,11118,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 37 ŁĘCZYCKIEGO P. P. KS. JÓZEFA PONIATOWSKIEGO W SZCZYCIE,Szczyt,6A,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Strzelce,Gmina wiejska,1002102,12206,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. SZARYCH SZEREGÓW W STRZELCACH,Strzelce,ul. Szkolna 3,40,57,16,58,56,40,38,20,36,52,40,47,28,36,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Łanięta,Gmina wiejska,1002072,63405,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W ŁANIĘTACH,Łanięta,13a,19,50,18,47,64,19,33,21,28,16,19,46,30,29,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Żychlin,Miasto,1002114,29163,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W ŻYCHLINIE,Żychlin,ul. Łukasińskiego 21,28,53,18,53,42,27,34,20,28,20,28,43,26,36,76,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Żychlin,Miasto,1002114,49157,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 3 W ŻYCHLINIE,Żychlin,ul. Dobrzelińska 6,16,23,18,17,7,16,16,7,16,16,16,22,16,19,11,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Żychlin,Miasto,1002114,84067,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 W ŻYCHLINIE IM. JANA PAWŁA II,Żychlin,ul. Stefana Żeromskiego 8,41,59,16,60,44,41,51,24,48,28,41,65,31,76,100,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Żychlin,Obszar wiejski,1002115,29065,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W GRABOWIE,Grabów,ul. Szkolna 4,17,61,19,60,42,17,48,22,44,16,17,66,28,73,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,kutnowski,Żychlin,Obszar wiejski,1002115,83694,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA W ORĄTKACH,Orątki Dolne,1,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Białaczów,Gmina wiejska,1007012,16790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ADAMA MICKIEWICZA W BIAŁACZOWIE,Białaczów,ul. Szkolna 36,13,59,15,62,58,13,40,20,32,24,13,63,26,62,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Białaczów,Gmina wiejska,1007012,16791,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.HENRYKA SIENKIEWICZA W MIEDZNEJ DREWNIANEJ,Miedzna Drewniana,259,19,50,13,53,31,19,39,25,36,16,19,53,24,47,36,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Białaczów,Gmina wiejska,1007012,16792,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W PETRYKOZACH,Petrykozy,1,11,60,5,62,62,11,33,18,32,16,11,52,24,49,25,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Białaczów,Gmina wiejska,1007012,16793,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SKRONINIE IM. ŚW. JANA PAWŁA II,Skronina,156,12,51,14,54,,12,39,16,42,52,12,53,23,47,40,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Drzewica,Miasto,1007024,17786,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W DRZEWICY,Drzewica,ul. Stanisława Staszica 7,52,55,17,56,53,52,57,24,60,68,52,62,28,58,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Drzewica,Obszar wiejski,1007025,17781,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W IDZIKOWICACH,Idzikowice,30b,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Drzewica,Obszar wiejski,1007025,17783,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W DOMASZNIE,Domaszno,31,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Drzewica,Obszar wiejski,1007025,17784,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W RADZICACH DUŻYCH,Radzice Duże,169,18,53,13,56,56,18,31,18,24,24,18,46,20,40,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Drzewica,Obszar wiejski,1007025,17785,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BRZUSTOWCU,Brzustowiec,152,10,60,10,59,51,10,43,18,36,28,10,38,17,29,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Mniszków,Gmina wiejska,1007032,23265,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM. PŁK. W. KUCHARSKIEGO ""WICHRA"" W BŁOGIEM RZĄDOWYM",Błogie Rządowe,39,12,62,15,62,60,12,40,22,32,52,12,54,24,52,44,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Mniszków,Gmina wiejska,1007032,23266,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BUKOWCU NAD PILICĄ,Bukowiec nad Pilicą,34,19,60,20,64,76,19,49,22,48,20,19,65,29,82,44,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Mniszków,Gmina wiejska,1007032,103876,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W STOKU,Stok,40,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Mniszków,Gmina wiejska,1007032,134000,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MNISZKOWIE,Mniszków,ul. Piotrkowska 72,10,77,11,76,,10,46,26,42,68,9,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Miasto,1007044,69889,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W OPOCZNIE IM. KORNELA MAKUSZYŃSKIEGO,Opoczno,ul. Marii Curie-Skłodowskiej 5,96,61,17,66,67,96,47,24,46,20,96,68,29,75,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Miasto,1007044,69891,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KAZIMIERZA WIELKIEGO W OPOCZNIE,Opoczno,ul. Inowłodzka 3,46,52,21,57,58,46,36,20,28,24,46,51,30,45,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Miasto,1007044,69896,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 W OPOCZNIE IM. HENRYKA SIENKIEWICZA,Opoczno,ul. Armii Krajowej 1,74,59,15,61,69,73,48,22,48,24,73,72,26,80,93,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Miasto,1007044,133422,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W OPOCZNIE,Opoczno,ul. Partyzantów 1a,37,57,17,56,53,37,44,28,40,24,37,60,27,60,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,49315,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MODRZEWIU Z SIEDZIBĄ W ZIĘBOWIE,Ziębów,14,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,49318,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KRAŚNICY,Kraśnica,57,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,49320,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W BIELOWICACH,Bielowice,56,11,43,15,42,33,11,23,12,16,16,11,44,18,44,44,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,49321,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W JANUSZEWICACH,Januszewice,67,11,51,15,53,53,11,35,24,24,60,11,52,27,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,49322,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM.ODDZIAŁU PARTYZANCKIEGO AK ""DOLINIACY"" W LIBISZOWIE",Libiszów,64,19,57,21,60,13,19,48,25,40,72,19,51,32,47,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,49323,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SIELCU,Sielec,40,11,49,11,49,56,11,26,18,24,8,11,42,22,40,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,69885,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MROCZKOWIE GOŚCINNYM,Mroczków Gościnny,50,7,,,,,7,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,69887,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OGONOWICACH,Ogonowice,207A,15,56,18,64,67,15,47,20,48,48,15,61,30,62,25,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Opoczno,Obszar wiejski,1007045,262426,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WYGNANOWIE,Wygnanów,57,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Paradyż,Gmina wiejska,1007052,90234,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM. ODDZIAŁU PARTYZANCKIEGO ARMII KRAJOWEJ ""BŁYSK"" W PARADYŻU",Paradyż,ul. Przedborska 29,20,49,12,48,44,20,32,21,24,12,20,53,27,44,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Paradyż,Gmina wiejska,1007052,90236,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SOKOŁOWIE,Grzymałów,38,10,61,14,61,78,10,21,8,18,16,10,47,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Paradyż,Gmina wiejska,1007052,90237,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO PRYMASA TYSIĄCLECIA W WÓJCINIE,Wójcin A,16,16,53,14,53,53,16,33,20,26,12,16,49,26,47,36,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Poświętne,Gmina wiejska,1007062,85935,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.JANA III SOBIESKIEGO W POŚWIĘTNEM,Poświętne,ul. Szkolna 2A,18,59,22,66,60,18,41,30,32,12,18,44,29,32,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Poświętne,Gmina wiejska,1007062,272495,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DĘBIE,Dęba,80,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Sławno,Gmina wiejska,1007072,47512,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W KOZENINIE,Kozenin,34,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Sławno,Gmina wiejska,1007072,47620,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W KAMIENIU,Kamień,64,11,58,21,69,71,11,52,27,40,20,11,53,34,45,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Sławno,Gmina wiejska,1007072,51830,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. WANDY I HENRYKA OSSOWSKICH W KUNICACH,Kunice,62a,14,67,15,68,53,14,68,17,72,52,14,70,30,87,40,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Sławno,Gmina wiejska,1007072,51832,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W SŁAWNIE,Sławno,ul. Szkolna 10,13,57,12,58,58,13,54,13,52,48,13,56,14,58,58,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Sławno,Gmina wiejska,1007072,262552,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W PRYMUSOWEJ WOLI,Prymusowa Wola,6,12,50,16,52,62,12,30,17,26,16,12,39,27,28,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Żarnów,Gmina wiejska,1007082,14744,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JULIANA BARTOSZEWICZA W ŻARNOWIE,Żarnów,ul. Przedborska 10,35,67,18,71,78,34,44,22,44,20,34,56,30,52,25,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,opoczyński,Żarnów,Gmina wiejska,1007082,62334,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII SKŁODOWSKIEJ-CURIE W KLEWIE,Klew,38,5,,,,,5,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,pabianicki,Dobroń,Gmina wiejska,1008042,25806,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DOBRONIU,Dobroń,ul. Sienkiewicza 39,39,62,17,62,62,39,53,24,48,24,39,76,24,85,100,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,pabianicki,Dobroń,Gmina wiejska,1008042,25858,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W MOGILNIE DUŻYM,Mogilno Duże,21,17,62,16,62,62,17,55,22,60,60,17,64,30,53,51,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,pabianicki,Dobroń,Gmina wiejska,1008042,29035,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JADWIGI WAJSÓWNY W CHECHLE DRUGIM,Chechło Drugie,ul. Lipowa 1,11,67,9,67,58,11,65,16,60,56,10,82,19,88,87,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,pabianicki,Dłutów,Gmina wiejska,1008032,69793,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DŁUTOWIE PRZY ZESPOLE SZKOLNO- PRZEDSZKOLNYM W DŁUTOWIE,Dłutów,ul. Główna 9,37,59,11,60,60,37,50,21,48,24,37,64,24,65,93,,,,,,,,,,,,,,,,,,,,,,,,,
