RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in Polish,Avg. score in Polish
44285,2472011,0,1,0,0,6501.52,1,1999-09-01,574,1,1,0,0,1,55,54
44448,2472011,0,1,0,0,6501.52,1,1999-09-01,385,1,1,1,1,0,53,53
86160,2472011,0,1,0,0,6501.52,1,1999-11-01,315,0,0,1,0,0,42,64
86347,2472011,0,1,0,0,6501.52,1,1999-09-01,94,0,1,0,1,1,14,48
89096,2472011,0,1,0,0,6501.52,1,1999-09-01,308,0,1,0,0,1,26,62
133634,2472011,0,1,0,0,6501.52,1,2017-09-01,532,0,1,1,1,1,48,58
133641,2472011,0,1,0,0,6501.52,1,2017-09-01,389,0,1,1,1,1,16,64
19392,2473011,0,1,0,0,7302.49,1,2013-09-01,387,0,1,0,1,1,55,77
30661,2473011,0,1,0,0,7302.49,1,1999-09-01,444,0,1,0,0,1,37,66
30911,2473011,0,1,0,0,7302.49,1,1999-09-01,269,0,1,0,0,0,30,48
30932,2473011,0,1,0,0,7302.49,1,1975-09-01,628,0,1,1,0,1,102,58
31891,2473011,0,1,0,0,7302.49,1,1999-09-01,301,1,1,0,0,1,42,60
31953,2473011,0,1,0,0,7302.49,1,1991-09-01,509,1,1,1,0,1,66,62
34473,2473011,0,1,0,0,7302.49,1,1999-09-01,283,0,1,0,0,0,29,63
34475,2473011,0,1,0,0,7302.49,1,1999-09-01,451,0,1,1,0,1,84,63
34479,2473011,0,1,0,0,7302.49,1,1964-09-01,630,1,1,1,0,1,63,43
35115,2473011,0,1,0,0,7302.49,1,1999-09-01,381,1,1,1,0,1,53,59
35253,2473011,0,1,0,0,7302.49,1,2001-09-01,216,0,0,0,0,1,13,68
38720,2473011,0,1,0,0,7302.49,1,1999-09-01,313,0,1,0,0,1,36,68
38721,2473011,0,1,0,0,7302.49,1,1999-09-01,363,1,1,0,0,1,55,54
38723,2473011,0,1,0,0,7302.49,1,1999-09-01,258,0,1,0,0,1,34,65
38724,2473011,0,1,0,0,7302.49,1,1999-09-01,373,0,0,0,0,1,39,61
38726,2473011,0,1,0,0,7302.49,1,1999-09-01,287,1,1,0,0,1,33,54
38728,2473011,0,1,0,0,7302.49,1,1999-09-01,252,0,1,1,0,1,28,64
38730,2473011,0,1,0,0,7302.49,1,1999-09-01,242,1,1,1,0,1,23,52
38861,2473011,0,1,0,0,7302.49,1,1999-09-01,387,1,1,0,0,1,36,63
39609,2473011,0,1,0,0,7302.49,1,1999-09-01,380,1,1,1,0,1,55,63
40143,2473011,0,1,0,0,7302.49,1,1975-09-01,358,1,1,0,0,1,35,56
40144,2473011,0,1,0,0,7302.49,1,1999-09-01,402,0,1,0,0,1,36,66
41878,2473011,0,1,0,0,7302.49,1,1999-09-01,202,0,1,0,0,1,21,64
42210,2473011,0,1,0,0,7302.49,1,1999-09-01,391,1,0,1,0,1,34,66
42902,2473011,0,1,0,0,7302.49,1,1999-09-01,191,0,1,1,0,1,15,59
56014,2473011,0,1,0,0,7302.49,1,1999-09-01,501,0,1,1,0,1,57,70
262354,2473011,0,1,0,0,7302.49,1,2017-09-01,319,1,1,0,0,1,12,68
262358,2473011,0,1,0,0,7302.49,1,2017-09-01,123,0,1,0,0,1,29,55
262360,2473011,0,1,0,0,7302.49,1,2017-09-01,444,1,1,1,0,1,28,65
262367,2473011,0,1,0,0,7302.49,1,2017-09-01,170,1,0,0,0,1,24,50
86405,2474011,0,1,0,0,6694.68,1,1976-01-01,608,0,0,1,0,1,76,75
86411,2474011,0,1,0,0,6694.68,1,1945-02-15,384,1,1,1,1,1,42,53
86413,2474011,0,1,0,0,6694.68,1,1945-02-15,325,1,1,1,1,1,34,50
86417,2474011,0,1,0,0,6694.68,1,1945-05-16,436,1,1,0,1,1,37,53
86423,2474011,0,1,0,0,6694.68,1,1904-12-12,345,1,1,1,1,1,33,47
86426,2474011,0,1,0,0,6694.68,1,1910-01-03,549,1,1,1,1,1,67,56
87415,2474011,0,1,0,0,6694.68,1,1945-02-20,450,1,1,1,1,1,28,72
87417,2474011,0,1,0,0,6694.68,1,1963-09-01,445,1,1,1,1,1,51,55
87549,2474011,0,1,0,0,6694.68,1,1967-09-04,332,1,1,1,1,1,29,56
87560,2474011,0,1,0,0,6694.68,1,1982-09-01,876,0,1,0,1,1,51,53
4520,2475011,0,1,0,0,6324.86,1,1920-09-01,316,1,1,1,0,1,25,56
7208,2475011,0,1,0,0,6324.86,1,1912-09-01,340,1,0,1,1,1,39,61
10157,2475011,0,1,0,0,6324.86,0,1919-09-01,405,1,1,0,0,1,40,50
10163,2475011,0,1,0,0,6324.86,0,1918-09-01,741,1,1,0,0,1,98,70
10170,2475011,0,1,0,0,6324.86,1,1948-09-01,558,1,1,1,1,1,61,63
10175,2475011,0,1,0,0,6324.86,1,1925-09-01,475,1,1,0,1,1,43,51
16013,2475011,0,1,0,0,6324.86,1,1953-11-15,389,1,1,0,0,1,55,54
16062,2475011,0,1,0,0,6324.86,1,1915-09-01,370,1,1,0,0,1,30,55
16179,2475011,0,1,0,0,6324.86,1,1900-01-01,287,1,1,0,0,1,27,54
17024,2475011,0,1,0,0,6324.86,1,1900-01-01,291,1,1,0,0,1,33,61
17059,2475011,0,1,0,0,6324.86,1,1900-01-01,256,1,0,1,0,1,19,56
17125,2475011,0,1,0,0,6324.86,1,1910-09-01,377,1,1,0,0,0,40,58
17178,2475011,0,1,0,0,6324.86,1,1957-10-11,368,1,1,1,0,1,36,54
17250,2475011,0,1,0,0,6324.86,1,1905-09-01,332,1,1,1,0,1,32,60
19216,2475011,0,1,0,0,6324.86,1,1958-09-01,395,1,1,0,0,1,53,49
19723,2475011,0,1,0,0,6324.86,1,1961-09-01,338,1,1,1,0,1,31,57
20017,2475011,0,1,0,0,6324.86,1,1919-08-31,302,1,1,0,0,1,31,42
20072,2475011,0,1,0,0,6324.86,1,1965-09-01,346,1,1,1,0,1,41,53
20144,2475011,0,1,0,0,6324.86,1,1900-01-01,151,1,1,1,0,1,14,51
20192,2475011,0,1,0,0,6324.86,1,1979-09-01,499,1,1,1,1,1,65,59
20330,2475011,0,1,0,0,6324.86,1,1979-09-01,366,0,1,1,1,1,46,69
20439,2475011,0,1,0,0,6324.86,1,1982-09-01,598,0,1,0,0,1,62,59
78947,2475011,0,1,0,0,6324.86,1,1978-09-01,569,0,1,1,1,1,43,59
79984,2475011,0,1,0,0,6324.86,1,1900-09-01,314,1,1,0,0,1,30,59
80654,2475011,0,1,0,0,6324.86,1,1986-09-01,870,1,1,1,1,1,107,63
80659,2475011,0,1,0,0,6324.86,0,1930-09-01,276,1,0,1,1,1,15,68
80902,2475011,0,1,0,0,6324.86,1,1920-09-01,194,1,0,1,0,1,14,51
80904,2475011,0,1,0,0,6324.86,1,1956-01-01,294,1,0,1,0,1,23,43
81132,2475011,0,1,0,0,6324.86,1,1985-09-01,109,0,1,0,0,0,13,67
81211,2475011,0,1,0,0,6324.86,1,1933-11-11,449,1,1,0,0,1,41,54
81833,2475011,0,1,0,0,6324.86,1,1916-09-01,243,1,1,1,1,1,21,60
84332,2475011,0,1,0,0,6324.86,1,1989-02-13,428,1,1,0,0,1,40,64
133415,2475011,0,1,0,0,6324.86,1,2017-09-01,351,0,1,0,1,1,23,54
133416,2475011,0,1,0,0,6324.86,1,2017-09-01,138,0,1,0,1,0,32,49
4968,2477011,0,1,0,0,7739.92,1,1954-11-04,324,1,1,1,0,1,33,53
5209,2477011,0,1,0,0,7739.92,1,1904-04-18,318,0,1,0,1,1,49,59
5322,2477011,0,1,0,0,7739.92,1,1982-09-01,629,1,1,0,1,1,41,68
5386,2477011,0,1,0,0,7739.92,1,1900-01-01,719,1,1,1,1,1,69,69
5407,2477011,0,1,0,0,7739.92,1,1958-09-01,445,1,0,0,1,1,40,49
5453,2477011,0,1,0,0,7739.92,1,1965-09-01,502,1,1,1,1,1,44,62
5505,2477011,0,1,0,0,7739.92,1,1967-09-01,610,1,1,1,1,1,67,62
5846,2477011,0,1,0,0,7739.92,1,1976-09-01,571,1,0,1,1,1,60,58
5910,2477011,0,1,0,0,7739.92,1,1979-09-01,587,1,1,1,1,1,78,60
5929,2477011,0,1,0,0,7739.92,1,1982-09-01,478,1,1,1,0,1,42,59
5992,2477011,0,1,0,0,7739.92,1,1984-09-01,733,1,1,0,0,1,72,67
6040,2477011,0,1,0,0,7739.92,1,1986-09-01,457,1,1,1,1,1,41,66
21548,2477011,0,1,0,0,7739.92,1,1900-01-01,564,1,1,0,1,1,57,61
23195,2477011,0,1,0,0,7739.92,1,1958-09-01,408,1,1,1,1,1,36,59
23197,2477011,0,1,0,0,7739.92,1,1969-09-01,543,1,1,0,1,1,69,63
38530,2477011,0,1,0,0,7739.92,1,1900-01-01,129,0,1,1,0,1,10,66
38533,2477011,0,1,0,0,7739.92,1,1885-09-01,161,0,0,1,0,1,17,61
43845,2477011,0,1,0,0,7739.92,1,1961-09-01,165,0,1,1,0,1,15,67
130205,2477011,0,1,0,0,7739.92,1,2016-09-01,468,0,1,1,0,1,30,59
133583,2477011,0,1,0,0,7739.92,1,2017-09-01,457,1,1,0,0,1,36,62
133584,2477011,0,1,0,0,7739.92,1,2017-09-01,356,1,0,0,1,1,28,68
15109,2478011,0,1,0,0,6295.62,1,1974-01-31,550,1,1,0,0,1,63,61
15456,2478011,0,1,0,0,6295.62,1,1989-09-01,511,1,1,1,1,1,58,64
15480,2478011,0,1,0,0,6295.62,1,1966-09-01,361,0,1,1,1,1,47,53
15497,2478011,0,1,0,0,6295.62,1,1999-09-01,433,1,1,1,1,1,34,60
15498,2478011,0,1,0,0,6295.62,1,1959-12-13,392,1,1,0,0,1,63,50
15632,2478011,0,1,0,0,6295.62,1,1983-09-01,510,1,1,1,0,1,72,65
16941,2478011,0,1,0,0,6295.62,1,1900-11-14,460,1,1,1,1,1,27,49
16942,2478011,0,1,0,0,6295.62,1,1974-09-01,532,0,1,0,1,1,69,65
16965,2478011,0,1,0,0,6295.62,1,1929-10-22,370,0,0,1,0,1,43,54
23927,2478011,0,1,0,0,6295.62,1,1962-01-21,298,1,1,1,0,1,24,46
23928,2478011,0,1,0,0,6295.62,1,1984-09-01,528,0,1,1,1,1,74,65
23929,2478011,0,1,0,0,6295.62,1,1977-02-23,401,1,1,0,0,0,45,60
23930,2478011,0,1,0,0,6295.62,1,1977-02-23,259,0,0,1,0,1,41,47
23931,2478011,0,1,0,0,6295.62,0,1977-02-23,262,1,1,0,0,1,44,47
23932,2478011,0,1,0,0,6295.62,1,1945-04-16,197,1,1,0,1,1,26,58
23933,2478011,0,1,0,0,6295.62,1,1977-02-23,246,0,1,1,1,1,38,47
23934,2478011,0,1,0,0,6295.62,1,1984-09-01,407,1,1,1,1,1,49,72
23935,2478011,0,1,0,0,6295.62,1,1945-04-07,260,0,1,0,0,1,34,65
23936,2478011,0,1,0,0,6295.62,1,1977-02-23,358,1,1,1,1,1,45,60
23937,2478011,0,1,0,0,6295.62,1,1977-02-23,230,1,1,1,1,1,31,56
23938,2478011,0,1,0,0,6295.62,1,1914-04-01,408,1,1,1,1,1,49,59
23939,2478011,0,1,0,0,6295.62,1,1977-02-23,459,1,1,1,0,1,43,54
23945,2478011,0,1,0,0,6295.62,1,1999-09-01,292,0,1,0,1,1,33,65
24016,2478011,0,1,0,0,6295.62,1,1939-09-01,207,0,1,0,1,1,24,58
29712,2478011,0,1,0,0,6295.62,1,1934-09-01,224,0,1,1,1,1,22,68
29725,2478011,0,1,0,0,6295.62,1,1997-09-01,116,0,1,1,1,1,10,67
29733,2478011,0,1,0,0,6295.62,1,1901-09-01,201,0,1,1,1,0,24,37
29739,2478011,0,1,0,0,6295.62,1,1970-09-01,110,0,1,1,0,1,12,63
133841,2478011,0,1,0,0,6295.62,1,2017-09-01,214,0,1,1,1,1,24,48
133853,2478011,0,1,0,0,6295.62,1,2017-09-01,298,0,1,0,1,1,23,51
133854,2478011,0,1,0,0,6295.62,1,2017-09-01,83,0,1,0,1,1,15,15
262977,2478011,0,1,0,0,6295.62,1,2017-09-01,254,0,1,0,1,1,42,72
122305,2402022,1,0,0,0,5403.02,1,1959-09-01,404,0,1,1,1,1,38,61
122307,2402022,1,0,0,0,5403.02,1,1964-09-01,175,0,1,1,1,1,18,63
122316,2402022,1,0,0,0,5403.02,1,2003-09-01,205,0,1,0,1,1,29,64
122328,2402022,1,0,0,0,5403.02,1,1960-09-01,279,0,1,1,0,1,29,74
105731,2402032,1,0,0,0,6134.87,0,1965-09-01,265,0,1,1,0,1,39,69
107536,2402032,1,0,0,0,6134.87,1,1906-09-01,324,1,1,0,0,1,27,66
109413,2402032,1,0,0,0,6134.87,1,1962-09-01,448,1,1,0,0,1,34,63
271828,2402032,1,0,0,0,6134.87,1,2019-09-01,63,0,1,0,1,1,13,57
60755,2402052,1,0,0,0,5914.65,0,1912-07-14,112,0,1,0,0,0,11,72
60757,2402052,1,0,0,0,5914.65,0,1909-09-01,465,0,1,1,1,1,52,65
60760,2402052,1,0,0,0,5914.65,0,1952-03-24,392,0,1,1,1,1,47,59
60762,2402052,1,0,0,0,5914.65,1,1951-01-28,161,0,1,1,0,1,18,61
60767,2402052,1,0,0,0,5914.65,0,1910-09-01,490,0,1,1,0,1,50,59
60770,2402052,1,0,0,0,5914.65,0,1950-09-01,321,0,1,1,1,1,26,66
89560,2402052,1,0,0,0,5914.65,1,1939-09-01,289,0,1,0,1,1,27,63
4684,2402062,1,0,0,0,5585.99,1,1937-09-06,472,0,1,1,1,1,44,69
133404,2402062,1,0,0,0,5585.99,0,2017-09-01,266,1,1,0,1,0,22,65
56983,2402072,1,0,0,0,6777.11,1,1993-09-01,475,0,1,1,1,1,42,51
77908,2402072,1,0,0,0,6777.11,1,1993-09-01,716,0,1,1,0,1,69,67
5855,2402082,1,0,0,0,5041.57,1,1999-09-01,320,1,1,0,0,1,40,56
5862,2402082,1,0,0,0,5041.57,1,1999-09-01,298,0,1,1,1,1,24,64
92865,2402082,1,0,0,0,5041.57,1,2004-09-01,237,1,1,0,1,0,15,68
92868,2402082,1,0,0,0,5041.57,1,1900-09-01,240,0,1,0,1,0,25,56
262839,2402082,1,0,0,0,5041.57,1,2017-09-01,206,1,1,1,0,1,21,67
68677,2402011,0,1,0,0,5756.37,1,1966-09-01,238,1,1,0,0,1,20,58
69899,2402011,0,1,0,0,5756.37,1,1960-09-01,182,1,1,0,0,1,15,63
56516,2402102,1,0,0,0,7528.33,1,1910-09-01,184,1,1,0,0,1,17,66
262682,2402102,1,0,0,0,7528.33,1,2017-09-01,274,1,1,1,0,1,59,59
262687,2402102,1,0,0,0,7528.33,1,2017-09-01,181,0,1,1,0,1,37,59
24335,2414011,0,1,0,0,6109.95,1,1999-09-01,851,0,1,1,1,1,82,61
24382,2414011,0,1,0,0,6109.95,1,1999-09-01,910,1,1,1,1,1,78,62
65212,2414042,1,0,0,0,5827.15,1,1999-09-01,84,1,1,1,0,1,11,66
65218,2414042,1,0,0,0,5827.15,1,1956-09-01,485,1,1,1,0,1,46,72
92269,2414042,1,0,0,0,5827.15,1,1996-09-01,359,1,0,1,0,1,40,60
86705,2414052,1,0,0,0,6205.64,1,1964-09-01,134,1,1,1,0,1,14,51
86706,2414052,1,0,0,0,6205.64,1,1967-09-07,422,0,0,0,0,0,44,59
133977,2414021,0,1,0,0,5894.13,1,2017-09-01,401,1,0,1,1,1,87,65
13237,2414031,0,1,0,0,5097.8,1,1939-09-01,714,1,0,1,1,1,71,60
13238,2414031,0,1,0,0,5097.8,1,1963-05-05,479,1,1,1,1,1,38,59
61881,2414031,0,1,0,0,5097.8,1,2006-09-01,209,0,1,0,0,1,18,68
263250,2414031,0,1,0,0,5097.8,1,2017-09-01,369,1,1,1,1,1,25,58
43357,2401042,1,0,0,0,6961.39,1,1949-09-01,140,1,1,1,1,1,13,62
68594,2401042,1,0,0,0,6961.39,1,1985-09-01,272,1,0,0,0,0,35,61
68595,2401042,1,0,0,0,6961.39,1,1937-09-16,91,0,1,0,0,1,11,57
68597,2401042,1,0,0,0,6961.39,1,1949-09-01,259,0,1,0,0,1,23,52
262620,2401042,1,0,0,0,6961.39,1,2017-09-01,166,1,1,1,0,1,11,68
9175,2401011,0,1,0,0,5202.21,1,1921-09-01,470,1,1,0,0,1,56,63
49561,2401011,0,1,0,0,5202.21,1,1945-04-06,413,1,1,1,0,1,36,50
50482,2401011,0,1,0,0,5202.21,1,1956-05-21,400,1,1,0,0,0,56,49
52894,2401011,0,1,0,0,5202.21,1,1905-09-01,202,1,1,0,0,1,26,49
52910,2401011,0,1,0,0,5202.21,1,1964-09-01,393,1,1,1,0,1,45,49
52914,2401011,0,1,0,0,5202.21,1,1965-01-23,338,1,0,1,1,1,32,54
53688,2401011,0,1,0,0,5202.21,1,1986-09-01,699,1,1,1,1,0,86,65
72720,2401011,0,1,0,0,5202.21,1,1925-09-01,576,1,1,0,0,1,67,64
72914,2401011,0,1,0,0,5202.21,1,1938-10-09,295,1,1,0,1,1,27,57
73545,2401011,0,1,0,0,5202.21,0,1959-09-01,368,1,1,0,0,1,42,57
91580,2401021,0,1,0,0,5906.92,1,1902-09-01,293,1,1,0,1,0,47,61
91581,2401021,0,1,0,0,5906.92,1,1902-09-01,533,1,1,0,1,1,65,57
91583,2401021,0,1,0,0,5906.92,1,1965-09-01,285,1,0,1,1,0,35,60
91584,2401021,0,1,0,0,5906.92,1,1959-09-01,424,1,1,1,1,1,59,57
263032,2401021,0,1,0,0,5906.92,1,2017-09-01,361,1,1,0,1,1,22,43
6754,2401052,1,0,0,0,6057.47,1,1953-09-01,334,1,1,0,0,1,37,63
6762,2401052,1,0,0,0,6057.47,1,1969-09-01,171,1,1,0,0,1,14,59
77953,2401062,1,0,0,0,5639.65,1,1947-09-01,263,1,1,0,1,0,20,67
77954,2401062,1,0,0,0,5639.65,0,1966-07-31,243,1,1,1,0,1,19,55
110518,2401062,1,0,0,0,5639.65,0,1910-09-01,233,0,1,1,0,0,43,59
110530,2401062,1,0,0,0,5639.65,1,1959-01-01,230,0,1,1,0,1,35,60
133774,2401081,0,1,0,0,6924.38,1,2017-09-01,224,0,1,0,1,1,68,62
14681,2401031,0,1,0,0,5211.95,1,1999-09-01,342,1,1,1,1,1,25,69
14682,2401031,0,1,0,0,5211.95,1,1999-09-01,269,1,0,0,1,1,26,53
75090,2403042,1,0,0,0,5345.45,1,1960-01-31,438,1,1,0,1,1,22,53
75091,2403042,1,0,0,0,5345.45,1,1964-07-25,226,1,1,1,0,1,29,63
115381,2403042,1,0,0,0,5345.45,1,1939-09-03,590,1,1,0,1,1,64,68
53102,2403052,1,0,0,0,7829.24,1,1994-05-16,354,1,1,0,1,1,34,60
53247,2403052,1,0,0,0,7829.24,1,1994-05-16,155,1,1,0,1,1,16,56
53777,2403052,1,0,0,0,7829.24,1,1994-05-16,345,1,1,0,0,1,36,69
71778,2403052,1,0,0,0,7829.24,1,1994-05-16,161,0,1,0,0,1,15,62
28591,2403011,0,1,0,0,5898.5,0,1906-09-01,425,1,1,1,1,1,57,64
29203,2403011,0,1,0,0,5898.5,1,1957-09-01,531,0,1,1,1,1,57,59
29520,2403011,0,1,0,0,5898.5,1,1960-11-13,567,1,1,1,1,1,69,60
30158,2403011,0,1,0,0,5898.5,0,1961-09-01,233,0,1,0,1,1,39,60
30424,2403011,0,1,0,0,5898.5,1,1955-09-10,369,1,1,1,0,1,25,67
35203,2403011,0,1,0,0,5898.5,1,1956-09-01,190,1,0,0,1,0,25,67
196438,2403011,0,1,0,0,5898.5,1,2017-09-01,307,1,1,0,0,1,19,45
10774,2403062,1,0,0,0,5323.45,1,1999-09-01,289,1,1,0,1,1,54,59
44118,2403072,1,0,0,0,4852.91,1,1996-09-02,426,1,1,0,1,1,51,56
72790,2403072,1,0,0,0,4852.91,1,1996-09-02,200,0,1,1,1,1,29,66
72792,2403072,1,0,0,0,4852.91,1,1996-09-02,243,1,1,1,1,1,15,57
61368,2403082,1,0,0,0,5628.44,1,1985-09-01,184,0,0,0,1,1,20,65
61369,2403082,1,0,0,0,5628.44,1,1983-09-01,219,0,1,1,0,1,16,54
61370,2403082,1,0,0,0,5628.44,1,1983-09-01,379,1,1,0,0,0,50,59
61371,2403082,1,0,0,0,5628.44,0,1983-09-01,182,0,0,1,0,1,11,74
57250,2403092,1,0,0,0,6683.67,0,1999-09-01,362,1,1,1,0,1,34,48
57682,2403092,1,0,0,0,6683.67,0,1999-09-01,372,1,1,0,0,0,35,48
61563,2403092,1,0,0,0,6683.67,0,1999-09-01,457,0,1,1,0,1,29,50
66244,2403021,0,1,0,0,6136.01,1,1999-09-01,556,1,0,0,0,0,57,62
66247,2403021,0,1,0,0,6136.01,0,1999-09-01,179,1,0,1,1,0,11,71
66251,2403021,0,1,0,0,6136.01,1,1999-09-01,221,1,1,1,1,1,16,47
66255,2403021,0,1,0,0,6136.01,1,1999-09-01,315,0,1,1,1,1,25,69
66347,2403021,0,1,0,0,6136.01,1,1999-09-01,481,0,1,1,1,1,32,66
55984,2403031,0,1,0,0,5594.93,1,1999-09-01,280,1,1,1,0,1,27,66
58501,2403031,0,1,0,0,5594.93,1,1999-09-01,199,1,1,0,0,0,21,57
59956,2403031,0,1,0,0,5594.93,1,1999-09-01,236,0,1,0,0,1,20,52
60180,2403031,0,1,0,0,5594.93,1,1999-09-01,121,1,1,0,0,0,11,70
60182,2403031,0,1,0,0,5594.93,1,1999-09-01,200,0,1,1,0,1,12,58
28744,2403122,1,0,0,0,5009.21,1,1999-09-01,284,1,1,0,0,0,34,57
47684,2403122,1,0,0,0,5009.21,1,1999-09-01,477,1,1,0,1,1,64,64
47686,2403122,1,0,0,0,5009.21,1,1999-09-01,290,1,1,0,0,1,35,66
10969,2404022,1,0,0,0,5029.69,1,1965-09-01,155,1,1,1,1,0,17,61
10985,2404022,1,0,0,0,5029.69,1,1999-09-01,60,1,1,0,1,0,10,63
91393,2404032,1,0,0,0,6322.68,1,1965-09-01,139,0,1,1,0,0,13,67
91397,2404032,1,0,0,0,6322.68,0,2011-09-01,187,0,1,1,0,1,15,56
262370,2404032,1,0,0,0,6322.68,0,2017-09-01,122,0,1,1,0,1,17,56
29413,2404042,1,0,0,0,5398.6,1,1979-09-01,363,0,1,1,0,1,33,67
61571,2404072,1,0,0,0,5085.08,1,1999-09-01,95,1,1,0,1,0,11,65
70143,2404072,1,0,0,0,5085.08,1,1926-09-01,319,0,1,0,1,1,35,67
78953,2404072,1,0,0,0,5085.08,1,2002-09-01,180,0,1,1,1,1,15,69
21016,2404082,1,0,0,0,6274.68,1,1999-09-01,146,1,1,1,1,1,11,66
21017,2404082,1,0,0,0,6274.68,1,1999-09-01,99,1,0,1,1,1,10,58
21842,2404052,1,0,0,0,4649.62,0,1996-01-01,367,1,1,1,0,1,26,62
21844,2404052,1,0,0,0,4649.62,1,1996-01-01,158,1,1,1,0,1,18,69
30020,2404052,1,0,0,0,4649.62,1,1996-01-01,153,0,1,1,0,1,12,57
32076,2404052,1,0,0,0,4649.62,1,1996-01-01,57,0,1,1,0,1,10,52
32077,2404052,1,0,0,0,4649.62,1,1996-01-01,118,0,1,0,0,1,10,54
32078,2404052,1,0,0,0,4649.62,1,1996-01-01,175,0,1,1,1,0,16,58
5697,2404092,1,0,0,0,5948.56,0,1999-09-01,223,0,1,1,1,1,32,59
27397,2404102,1,0,0,0,5249.57,0,1985-04-01,80,0,1,1,0,1,10,61
111473,2404102,1,0,0,0,5249.57,1,1976-09-01,432,1,0,1,0,1,53,62
111488,2404102,1,0,0,0,5249.57,1,1985-09-01,138,0,1,1,0,1,17,74
109715,2404112,1,0,0,0,5621.69,1,1905-09-01,132,0,1,0,1,1,18,69
109726,2404112,1,0,0,0,5621.69,1,1923-09-01,228,1,1,1,1,1,21,65
109777,2404112,1,0,0,0,5621.69,1,1938-09-01,140,1,1,0,1,1,12,70
109782,2404112,1,0,0,0,5621.69,1,1926-09-01,121,0,0,1,0,1,18,72
110068,2404112,1,0,0,0,5621.69,1,1935-09-01,172,0,0,1,1,1,17,57
49987,2404122,1,0,0,0,5677.35,1,1999-09-01,103,0,1,0,0,0,11,66
50266,2404122,1,0,0,0,5677.35,1,1999-09-01,354,0,1,1,0,1,40,58
80661,2404122,1,0,0,0,5677.35,0,1999-09-01,162,1,1,0,0,0,13,52
21299,2404132,1,0,0,0,5440.26,0,1999-09-01,225,1,0,0,1,1,15,72
21337,2404132,1,0,0,0,5440.26,1,2001-09-01,333,0,1,0,1,1,33,69
29124,2404132,1,0,0,0,5440.26,0,2001-09-01,178,1,1,1,1,1,19,68
35105,2404132,1,0,0,0,5440.26,1,2001-09-01,135,0,1,1,1,0,17,71
21209,2404142,1,0,0,0,5932.88,0,1948-01-19,190,0,1,1,0,1,23,65
54095,2404152,1,0,0,0,5333.47,0,1951-03-29,104,0,1,0,0,1,12,76
55881,2404152,1,0,0,0,5333.47,0,1949-02-16,254,0,1,1,0,0,23,56
55983,2404152,1,0,0,0,5333.47,0,1967-01-29,139,0,1,1,0,1,11,64
56528,2404152,1,0,0,0,5333.47,1,1962-02-01,172,0,1,0,0,1,14,54
12169,2404162,1,0,0,0,5576.17,0,1994-01-01,263,1,1,0,0,0,21,69
6867,2405032,1,0,0,0,6225.3,1,1999-09-01,186,0,1,1,0,1,14,51
110188,2405032,1,0,0,0,6225.3,1,1994-09-01,427,0,1,1,1,1,39,65
110198,2405032,1,0,0,0,6225.3,0,1994-09-01,336,0,1,0,1,1,20,67
110213,2405032,1,0,0,0,6225.3,1,1933-09-01,421,0,1,1,0,1,71,53
17047,2405011,0,1,0,0,5458.27,1,1900-01-01,502,1,1,1,1,1,67,60
17195,2405011,0,1,0,0,5458.27,1,1931-09-01,507,1,0,0,0,1,40,55
19071,2405011,0,1,0,0,5458.27,1,1971-09-01,447,0,1,1,1,1,64,52
19141,2405011,0,1,0,0,5458.27,1,1983-09-01,617,1,1,1,1,1,80,62
19205,2405011,0,1,0,0,5458.27,1,1991-09-01,678,0,1,1,1,1,72,64
19966,2405011,0,1,0,0,5458.27,1,1964-10-22,359,0,1,1,1,1,43,53
20261,2405011,0,1,0,0,5458.27,1,1907-09-01,142,0,1,0,1,1,16,62
121918,2405042,1,0,0,0,5785.26,1,1945-09-04,328,0,1,1,1,1,42,67
121923,2405042,1,0,0,0,5785.26,0,1945-09-03,469,0,1,1,1,1,50,64
121981,2405042,1,0,0,0,5785.26,0,1945-09-03,207,0,0,1,0,1,20,65
49279,2405021,0,1,0,0,5697.22,1,1956-09-01,313,0,1,1,1,1,20,56
49651,2405021,0,1,0,0,5697.22,1,1965-09-01,304,1,1,1,1,1,22,59
62124,2405021,0,1,0,0,5697.22,1,1961-11-07,417,0,1,1,1,1,38,60
262279,2405021,0,1,0,0,5697.22,1,2017-09-01,332,1,1,1,1,1,67,64
196216,2405052,1,0,0,0,5654.71,1,2017-09-01,314,0,1,0,1,0,86,64
196387,2405082,1,0,0,0,5688.62,1,2017-09-01,359,0,1,0,0,1,48,55
104625,2406032,1,0,0,0,5568.84,1,1999-09-01,196,0,1,0,0,1,25,63
104626,2406032,1,0,0,0,5568.84,1,1999-09-01,138,0,1,0,1,0,12,67
15971,2406042,1,0,0,0,6351.56,0,1976-09-01,344,0,1,1,0,1,46,61
20005,2406042,1,0,0,0,6351.56,0,1985-09-01,196,0,1,1,0,1,24,56
25493,2406052,1,0,0,0,5612.83,1,1999-09-01,166,1,1,0,0,0,10,63
25494,2406052,1,0,0,0,5612.83,1,1999-09-01,94,0,1,1,0,1,10,70
25496,2406052,1,0,0,0,5612.83,1,1999-09-01,254,1,1,0,0,1,19,65
25497,2406052,1,0,0,0,5612.83,1,1980-09-01,84,1,1,0,0,0,12,48
